CaseID,weight,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_Refused,Q19,Q20,Q21,Q22,Q24,Q26,Q27,Q28,Q28_Refused,Q29_a,Q29_b,Q29_c,Q29_d,Q29_e,Q29_f,Q29_g,Q30,Q30_Refused,Q31,Q32_a,Q32_b,Q32_c,Q32_d,Q32_e,Q32_f,Q32_g,Q32_h,Q32_i,Q32_j,Q32_k,Q33,Q33_Refused,Q34,Q34_Refused,Q35_a,Q35_b,Q35_c,Q35_d,Q35_e,Q35_f,Q35_g,Q35_h,Q35_i,Q35_j,Q36,Q36_Refused,Q37_a,Q37_b,Q37_c,Q37_d,Q37_e,Q37_f,Q37_g,PARTY,PARTY_Text,PARTYLN,IDEO,TP,PPAGE,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPRENT,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK
102,1.1658,1,2,3,3,2,4,4,3,2,2,1,1,1,2,2,3,"If there are terrorists in our country from other nations they need monitored.  If they are home grown terrorists, they need monitored, If they are just john Q citizen and are innocent, then what to they have to fear if they are monitored.  If u don't want that window opened, don't use telecommunications.  If the government oversteps their boundaries and become like the Gestapo or Nazis, then we are no longer a free country and hopefully, the powers that be will rectify it.", ,1,1,3,3,3,3,99, , ,4,4,4,4,4,4,4, , ,3,1,2,1,1,1,1,1,1,1,1,1,"I never have been one to worry about what I post on social media or in a search engine.  I have always tried to keep my privacy settings secure.  I have a God who sees everything I do.  Why would I worry about the government seeing what I do.  I deal with people everyday who think that everything any one says is targeting them.  I'm just an every day common human who enjoys keeping in touch with out of state family members and I do enjoy looking up info on the web. I'f the government is going to go after someone, go after the dishonest government workers who ""lost their emails.  :)", ,I am aging.  I have an aging spouse with dementia. I do not need to put my personal info out there where some scammer or spammer or phishing expert can steal my information., ,1,4,1,99,4,4,1,4,4,1,"I'm no tech expert but I am aware that my phone of computer can be hacked. I had to change my email password 3 times in the past year and my social network password 4 times because someone tried to hack my accounts. I am constantly getting friend requests from Arabic men. Some is mass spam and some may be actual targets. If it continues, I can just as easily delete my social network and will not miss the extra drama.", ,1,1,1,1,1,1,2,1, , ,2,3,68,4,10,3,1,2,1,4,1,9,1,0,1,0,0,0,0,4,2
105,.7095,1,2,1,1,2,1,1,3,1,2,1,2,2,2,2,2,I am a private person and my private life is no one's business but my own., ,2,2,2,2,2,2,2,Laws change; government keeps files.  My private life are my reasons and not appropriate to list in a survey., ,3,3,4,3,3,3,3,I used to be more open to discussing my private life online with my select friends.  Now I don't know who might be listening.
I am not doing anything criminal., ,3,2,3,2,2,1,2,1,1,2,3,1,I'm more involved in politics, ,"No, since it's my private life and this is not supposed to be a survey on my private life.", ,2,3,2,1,3,4,2,4,4,2,"I repeat, I don't want anyone, the government or hackers to have access to my personal life.", ,1,2,2,2,2,2,2,4,Libetarian,99,3,3,34,2,7,1,1,2,1,2,1,4,4,0,1,0,0,1,0,1,7
106,.7963,1,1,1,1,4,2,1,1,1,2,1,1,1,1,1,1, ,99,2,2,2,2,2,2,2, ,99,4,4,4,4,4,4,4, , ,4,1,3,3,3,4,3,3,3,1,3,3, ,99, ,99,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,2, , ,3,2,59,3,11,3,1,1,1,2,1,15,1,0,1,0,0,0,0,2,5
107,.1407,1,1,1,2,5,2,4,2,1,1,1,2,2,2,2,1,privacy is one of the rights of americans and we deserve that from our government which is taking away more and more of our rights., ,2,2,1,1,2,3,2,private conversations either in email or voice do not indicate views of a person or actions a person will take but many tiimes are taken out of context to vilify an individual, ,4,4,4,4,4,4,4, , ,1,4,2,1,1,1,3,2,3,2,3,1, ,99, ,99,3,3,2,1,3,3,5,3,3,3,always a good idea to keep yourself private however in my work it is necessary., ,2,1,2,2,2,2,2,3, ,99,3,3,67,4,14,4,5,1,1,3,1,19,1,1,1,0,0,0,0,3,5
108,.6619,6, ,4,5,6,6, ,6,2,2,1,1,2,2,2,2,"It is like reading personal journals, or diaries for females, private is private.  If there is a terrorist situation, that is a far different situation.  The government then has a need for the information to protect it's citizens.  Then any way of ""following"" the person, or people, is not invasion of privacy.", ,2,2,5,5,5,5,4, , ,5,5,4,5,5,5,4, , ,4,4,4,4,4,3,4,4,4,3,4,3,none, , , ,5,4,4,3,4,4,5,4,4,3, , ,1,2,1,1,2,2,1,1, , ,2,3,64,4,9,2,1,1,0,2,1,8,1,0,2,0,0,0,0,2,1
111,2.5865,1,1,1,2,3,1,1,1,2,1,1,2,2,1,1,1, ,99,2,2,1,1,1,1,1, ,99,2,2,4,4,4,4,3, ,99,3,2,2,2,2,3,3,2,2,3,3,3, ,99, ,99,1,3,3,1,3,3,1,3,3,3, ,99,1,2,2,2,1,2,2,1, , ,2,3,19,1,7,1,1,1,0,4,1,16,5,1,1,0,0,0,1,3,4
112,.7215,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,"I have nothing to hide, so I'm not worried for myself personally. However, I am concerned about abuses of power -- individuals in the government could use the results of surveillance for their own personal reasons.", ,2,1,3,3,2,3,2,"I don't fully trust that the government has my best interests in mind. In general, I trust the courts but I do not trust individuals who may be motivated by political reasons. I don't think the government has enough controls in place to prevent misuse of surveillance data.", ,4,3,5,3,4,4,3,"In general, I think twice about what the government could find on the systems I use. I'm not worried about what they'd find; however, I just don't like the idea that an unscrupulous person could misuse my data.", ,2,3,3,3,3,3,2,3,3,3,3,3,n/a, ,"The thought that a unscrupulous person could use my personal data irritates me. However, I'm not worried about what that person would find. I just don't want someone to steal my identity.", ,2,3,2,2,2,2,2,3,3,3,Communication over the internet is not secure by itself -- additional tools are needed to make that possible. I have thought about what I would need to do if I wanted better assurances of privacy., ,1,2,1,1,1,2,2,3, ,1,3,2,39,2,12,4,1,1,1,2,3,19,5,1,2,0,0,0,0,2,1
113,3.2921,1,5,1,3,6,6, ,4,1,3,1,1,2,2,1,2,I am concerned only because the government can do what ever they want they have that kind of power., , ,1,4,3,2,5,3,"The government needing to listen to my converstation and not having any reason for doing so, is scary because they can change the words you are speaking and make it sound bad. When someone has the power to do what ever they want to do they will. And get away with it. Just like when presedant Kennedy was shot they still speak about that all the time and they will not ever tell us what really happened. And I believe the mob the White House, the government had there place in that killing.. So that is why I say what I say about not knowng is worwse.", , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,1,1,2,3, ,1,3,3,55,3,10,3,4,2,1,1,3,2,5,1,2,0,0,0,0,1,4
114,.49,3,5,1,1,6,1,2,1,2,1,99,2,2,2,2,2,"I object to broad government surveillance.  However, I try to be realistic.  As far as I can tell, the legal environment is such that it is unlikely for reasonable limits or warrant requirements to be imposed in the next few years.", ,2,2,5,2,3,2,2,"All governments in the US are partisan, that is they represent one interest group or another.  It seems very likely that a party in power, or even an individual in power, could use information from surveillance to advance private interests against the public good.", ,5,2,4,4,4,4,3,The primary way I changed my behavior was to change to a search engine that does not collect personal information., ,2,4,4,4,4,3,3,2,2,2,3,3,No., , ,99,1,2,3,2,3,1,5,3,3,3, ,99,1,1,2,2,2,2,2,2, , ,5,2,65,4,14,4,1,1,1,2,1,17,1,1,1,0,0,0,0,2,5
117,.5371,1,1,4,3,6,6, ,5,2,2,1,1,1,1,1,2, ,99,1,1,5,2,3,2,3, ,99,5,4,4,4,4,4,4, , ,3,4,4,4,3,3,3,4,4,4,4,3, ,99, , ,3,4,4,3,4,4,5,4,4,3, , ,1,1,1,1,1,1,1,1, , ,3,3,56,3,9,2,1,1,1,3,4,14,1,1,1,0,0,0,0,3,1
118,.2463,2,6,2,1,1,1,4,1,1,2,2,1,2,1,1,2,they can basically do with what they want., ,2,2,3,3,3,3,3, , ,3,3,3,3,3,3,3,little at all., ,1,3,3,3,3,3,3,3,3,3,3,3,none., , , ,2,3,3,1,3,3,3,3,3,3,none, ,1,1,2,1,1,2,2,3, ,2,3,2,37,2,9,2,1,1,0,2,1,13,5,0,2,0,0,0,0,2,6
120,1.5372,2,3,1,1,5,6, ,1,1,2,1,1,2,2,2,2, ,99,2,1,3,3,3,5,3, , ,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,2,4,4,3,2,3, ,99, ,99,3,3,3,3,3,1,3,3,3,3, ,99,1,99,99,99,99,99,99,3, ,2,3,3,29,1,12,4,1,1,1,1,1,12,5,1,1,0,0,0,0,1,1
122,1.8329,3,4,1,1,1,3,4,1,1,1,1,2,2,1,1,3,"I think if people do not have anything to hide, then they shouldn't worry about the government's surveillance.", ,1,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,4,4,3,4,4,2,3,4,3,"I have changed some of my social media from public to friends only but only for the reason of not letting strangers see family pictures., etc", ,1,2,1,1,1,1,1,2, , ,2,3,68,4,10,3,1,2,1,1,2,11,2,0,1,0,0,0,0,1,5
123,.105,3,3,1,2,3,4,4,2,1,2,1,1,2,2,2,2,personal space being violated, ,2,2,3,2,3,3,2,"I like writing stories, and I'm concerned that my online research could raise suspicion about my life.", ,3,2,5,3,3,3,2,I don't look up information that could be perceived as a threat., ,1,2,2,1,2,3,2,2,2,3,1,2,nothing else comes to mind, ,I like my privacy, ,1,4,4,2,2,1,2,2,2,1,I don't the thought of people poking their nose into my personal life, ,1,2,1,1,1,2,2,3, ,2,3,3,30,2,9,2,5,2,1,3,1,6,5,0,1,0,0,0,0,3,2
124,1.3527,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,"they don't need to know 90% of the shit they collect, it's nobody's business", ,2,2,2,2,3,3,3,"dystopian futures are right around the corner, after a while anything you think of will be a crime and prosecuted to the fullest extent of the law. fuck that.", ,2,3,5,3,3,3,3,"i'm more thoughtful, but also tone down my behavior, similar to on a job search", ,2,1,1,2,1,3,2,1,1,1,3,3, ,99,because obviously some dickhead at the NSA is watching everything i do, ,2,2,2,1,2,3,1,4,2,2,"since the gov't cheats, might as well make it more difficult for them", ,1,2,2,2,2,2,2,3, ,2,3,2,28,1,12,4,1,1,1,2,2,16,1,1,1,0,0,0,0,2,1
126,.3812,1,1,1,1,2,1,2,3,2,1,1,1,2,1,1,1,I don't think the government needs to be involved in our personal business., ,2,2,1,1,1,1,1,I don't want ANYONE to listen or read my personal conversations., ,3,3,3,3,3,3,3,It makes me more careful what I say or post online., ,3,1,3,1,2,1,1,1,1,3,1,1,I don't post personal information online., ,I want to be more private., ,3,3,3,1,3,1,3,3,3,3,I want to try to keep my info private., ,1,1,1,1,1,2,1,2, , ,4,2,34,2,11,3,1,2,1,4,3,4,1,1,2,0,2,0,0,2,1
127,.2788,1,1,1,1,3,1,2,1,1,2,1,2,2,1,2,3,"Because I'm not doing anything wrong, so i dont feel that it really affects me", ,1,1,4,3,3,4,2,Misunderstandings may arise with people and what the government 'thinks' they are communicating about, ,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,4,4,4,3,4,4,3,4,4,4, , ,1,2,1,1,2,2,2,2, , ,4,2,40,2,14,4,1,2,1,2,3,16,6,1,1,0,0,0,0,2,1
128,1.4544,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,Mass surveillance causes more confusion in that efforts to prevent terrorist attacks are muddled by surveyed citizens' communications., ,2,2,1,1,1,1,1, ,99,2,2,5,2,2,2,2, ,99,2,1,1,1,1,2,1,1,1,2,1,2, ,99, ,99,2,2,2,2,2,1,1,1,1,1, ,99,1,2,1,1,1,2,2,3, ,2,3,2,22,1,10,3,3,1,0,1,4,14,5,1,2,0,0,0,0,1,1
132,.8022,4,6,2,3,6,6, ,2,1,2,2,2,2,2,2,1, ,99,2,2,5,5,5,5,5, , ,1,1,1,1,1,1,1,stopped usage, ,2,1,1,1,1,4,3,1,1,1,1,1, ,99, ,99,1,3,3,3,2,2,4,3,3,2,freedom of speech, ,2,2,2,2,2,2,2,4,green,99,3,3,50,3,4,1,1,2,1,2,1,2,1,0,1,0,0,0,0,2,7
134,1.3191,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,1, ,99,2,2,1,1,1,1,1, ,99,1,1,1,1,1,1,1, ,99,3,2,2,2,2,2,1,1,1,1,1,1, ,99, ,99,3,3,3,1,3,3,1,3,3,3, ,99,1,1,1,1,1,1,1,2, , ,5,2,40,2,10,3,1,1,0,2,1,14,1,1,2,0,0,0,0,2,1
135,.7405,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,I am not doing anything wrong so they can monitor me all they want., ,1,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,1,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,2,3,3,3,3,3,3, ,99,1,1,1,1,1,1,1,2, , ,4,2,68,4,10,3,1,1,1,2,1,8,1,0,1,0,0,0,0,2,2
136,1.6963,5,6,2,4,4,6, ,3,1,3,1,1,1,1,1,3,no control over government activities, , ,1,3,3,4,5,3, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1, , ,2,3,71,4,10,3,1,1,1,2,1,12,1,0,1,0,0,0,0,2,5
137,1.0196,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,I don't do anything wrong so I don't worry but if I was a criminal I would. I think the invasion of privacy is balanced by the prevention of serious crime., ,2,1,4,4,3,4,2,Invasion of privacy, ,4,4,5,4,4,3,4,remove location services when not needed but not because of government monitoring but because of identity theft, ,2,3,3,1,1,3,3,3,3,3,3,3,no, ,no, ,1,3,3,1,4,1,1,4,4,3,identity theft, ,1,1,1,1,1,2,1,3, ,2,4,2,35,2,14,4,3,2,1,2,3,19,1,1,2,0,0,0,0,2,1
138,1.0136,1,6,1,3,3,1,3,1,1,1,1,1,1,1,1,2,"The government has to monitor,because there a lot of unsavory people in this country ,some communists ,nazi extremists,and corrupt officials.I do not have any of those thoughts. love my country.the best country in the world.", ,1,2,4,3,4,4,4, , ,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3,"I do not worry about what government spying,as long they do the right thing.", , , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,2, , ,3,2,72,4,10,3,4,2,1,4,1,11,1,1,1,0,0,0,0,4,5
140,.3955,1,1,1,2,1,2,4,1,2,2,2,2,2,2,2,2,Where is a persons privacy anymore, ,2,2,4,4,2,2,2,They should not have the right to monitor anything, ,1,4,5,4,4,4,4,I have nothing to hide, ,3,1,2,1,1,2,3,3,3,3,3,1, ,99,Just to avoid any problems, ,4,4,4,1,3,4,1,4,4,4,To avoid any problems, ,1,2,2,2,2,2,2,4,None,2,4,3,26,1,10,3,1,2,0,3,1,11,6,1,2,0,0,0,0,3,1
142,.2811,2,3,1,1,3,1,2,2,2,2,1,2,2,1,2,2, ,99,2,1,2,1,1,1,1, ,99,3,2,3,2,2,3,2, ,99,3,2,2,2,3,3,3,3,3,3,3,3, ,99, ,99,2,4,4,2,4,4,3,4,4,3, ,99,2,2,2,2,2,2,2,2, , ,4,2,64,4,13,4,1,2,1,2,1,15,6,1,1,0,0,0,0,2,5
143,.3882,1,3,1,1,3,1,2,2,1,1,1,2,2,1,1,3,Always a balance between security and personal freedom of communication.  Laws are pretty strict on when American citizens can be monitored and how the data may be used., ,1,1,4,4,2,3,3,If a government agency monitors without a legal reason then that is abuse of power and infringement on my personal freedom., ,4,4,4,4,4,4,4, , ,2,2,3,4,1,4,3,1,1,3,3,3,Nolne, ,I have always been discrete with information I place on the internet or pass over a communication device so I have not had to adjust my behavior much., ,2,3,3,1,3,3,3,3,3,3, ,99,2,1,1,1,1,2,2,1, , ,2,1,67,4,13,4,1,1,1,2,1,19,1,1,1,0,0,0,0,2,5
146,.3834,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,3,My safety as well as my families, , ,2,4,4,4,4,4, , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1, , ,2,3,39,2,12,4,1,2,1,2,1,10,5,1,1,0,0,1,0,1,1
147,.6742,1,1,1,1,2,5,2,4,2,2,1,1,2,1,1,3,It's somewhat an invasion of privacy. Sometimes they are incorrect in their suspisions, ,1,1,4,3,4,4,4, , ,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3,None, , , ,5,4,5,5,5,3,3,3,3,3, , ,1,1,1,1,1,1,1,2, , ,4,3,59,3,10,3,1,2,1,1,3,6,3,1,2,0,0,0,0,1,5
148,.3028,1,4,1,1,4,6, ,2,1,2,1,2,2,2,1,1, ,99,2,2,3,2,3,3,2, ,99,4,2,4,4,4,4,4, ,99,3,3,3,3,3,3,3,3,3,3,1,3, ,99, ,99,1,3,3,2,3,3,3,3,3,1, ,99,1,2,2,2,2,2,2,1, , ,1,99,46,3,13,4,1,1,1,4,1,15,1,1,1,0,2,0,0,2,1
149,.7838,2,88,1,3,5,6, ,3,1,2,1,1,1,1,1,3, ,99,99,99,3,3,3,3,3, , ,4,4,4,4,4,5,4, , ,2,3,3,3,3,3,4,4,4,4,4,4, ,99, , ,3,3,3,3,4,3,3,3,3,3, , ,1,1,1,1,1,1,1,1, , ,2,3,57,3,10,3,1,1,1,2,1,16,1,1,1,0,0,0,0,2,1
151,1.5306,1,1,3,1,3,1,4,6,1,4,99,99,99,99,99,99, ,99, ,99,99,99,99,99,99, , , , , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , , , , ,99,99,99,99,99,99,99,99, ,99,99,99,35,2,9,2,4,2,0,4,4,7,1,1,1,0,0,1,1,2,4
152,.2441,1,2,3,3,3,4,2,3,2,2,1,1,2,2,1,2,"i think some of the surveillance is necessary - like if someone is suspicious.
But, not everyone is suspicious - then it is a waste of time and money", ,2,2,2,2,2,2,1,My private life is just that - private., ,3,3,3,3,3,3,3,"Once you put something online, such as a social network - it is there forever.  Be very careful what you post!", ,3,2,2,2,2,1,1,2,2,3,4,1, ,99,I am being more cautious - I do not have anything to hide - just want to be more careful., ,3,3,4,2,3,4,2,4,4,3,I do not know anything about some of them and do not have the time to research them at this time., ,1,1,1,1,1,2,1,2, , ,3,3,67,4,10,3,1,2,1,2,1,18,1,1,1,0,0,0,0,2,2
154,1.615,1,1,1,1,1,1,3,2,2,2,1,1,1,2,2,3,Its a good thing that they are monitoring activity. We should not have to be concerned if we have nothing to hide. As US citizens we should be thankful that the government is seeking to provide extra added security for us., ,1,1,3,3,3,3,3, , ,4,4,4,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3,Have not made any changes., , , ,3,3,3,3,3,3,3,3,3,3, , ,1,2,1,1,1,2,2,1, , ,2,3,22,1,12,4,4,2,0,5,1,16,5,1,1,0,0,0,0,5,1
155,2.844,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,Not too much interest, ,2,2,3,3,3,3,3, , ,1,5,5,1,1,1,1,If had cheap prices, ,2,1,1,1,1,1,4,4,4,4,4,4,None, ,Keep everything cool, ,5,5,5,5,5,5,2,2,2,2, ,99,99,2,2,2,2,2,1,3, ,2,3,2,35,2,1,1,4,1,1,3,1,1,1,1,2,0,0,0,0,3,6
156,.9922,1,1,1,1,4,1,1,2,2,2,1,1,1,1,1,3,Because I really don't care, ,1,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3,None, , , ,4,4,4,4,4,4,3,4,4,4, , ,2,2,2,1,1,1,1,2, , ,4,2,52,3,12,4,1,1,1,5,1,17,1,1,1,0,1,1,0,3,1
158,1.9283,1,1,1,1,3,1,1,3,2,2,1,2,2,2,2,3,You do not have control of the unknown. If data is being collected or not, ,2,1,3,3,3,3,3, , ,3,3,4,3,3,4,3,I have not changed anything, ,2,3,3,3,3,3,3,3,3,3,3,3,No changes, , , ,3,3,3,3,3,3,3,3,3,3, , ,1,2,1,2,1,2,1,3, ,2,4,3,52,3,10,3,3,2,1,3,3,16,1,1,2,0,0,0,0,3,2
159,2.1736,3,5,1,1,1,6, ,3,1,2,1,1,2,1,1,3,For security reasons, ,1,1,4,4,4,5,99, , ,4,4,4,4,4,5,4, , ,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,5,3,3,5,3,3,3,3, , ,1,1,1,1,1,1,1,2, , ,3,3,69,4,10,3,2,1,1,2,1,10,1,1,1,0,0,0,0,2,5
161,1.7744,2,3,3,2,1,2,1,2,2,2,2,2,99,2,2,2, ,99,2,1,2,3,2,3,99, ,99,99,99,3,99,4,99,99, ,99,2,99,99,3,99,99,99,99,3,99,99,99, ,99, , ,99,3,99,99,99,99,99,99,2,99, ,99,2,99,99,2,2,2,2,3, ,1,3,3,26,1,12,4,1,2,1,3,4,10,1,1,1,0,0,0,1,2,1
163,2.6356,4,5,1,5,6,6, ,1,1,2,1,1,1,1,1,2, ,99,1,99,1,2,2,3,3, ,99,3,4,4,2,4,4,3, ,99,1,3,3,4,3,2,3,3,3,3,2,3, ,99, ,99,3,3,3,4,99,3,3,3,4,2, ,99,2,1,2,1,2,2,2,3, ,1,5,1,40,2,8,1,3,2,0,4,1,15,1,1,1,0,0,0,2,2,4
164,1.9388,1,1,1,1,3,1,3,2,1,2,2,2,2,2,2,3,I don't know anything about the government surveillance, ,2,1,5,5,3,2,3, ,99,3,2,4,1,2,1,1, ,99,3,1,1,3,1,3,2,1,1,4,4,4, ,99, ,99,4,4,4,1,4,5,3,5,5,5, ,99,2,2,2,2,2,2,2,3, ,2,99,3,21,1,10,3,3,2,0,7,1,18,5,1,1,0,0,1,2,4,1
165,.2059,5,6,1,1,6,6, ,4,1,1,1,2,2,1,1,2,Just as with monitoring telephone calls and letters sent through the USPS (or other mail systems) it would be very easy to violate the 1st Amendment rights of a US Citizen under the US Constitution., ,1,1,5,2,3,5,2,"If I emailed a friend and express my honest views about the current Administration, I doubt that the individual reading my email would think that I liked anything about the current occupant of the White House or his Cabinet! Since the current Administration has violated the US Constitution at will for the past six years, I doubt that they would stop at any violation of my rights to freedom of speech!", ,5,4,4,4,5,5,4, , ,3,4,4,4,4,3,2,4,4,3,3,3,None, ,I have changed my behavior in a very minimal way and can not pin down any specific changes., ,4,4,5,3,4,4,5,4,4,4, , ,1,1,1,1,1,1,2,1, , ,1,3,69,4,13,4,1,1,1,2,1,16,1,1,1,0,0,0,0,2,5
167,.636,1,1,6,1,2,6, ,1,1,1,1,2,2,2,1,3,monitoring ok for potential suspects but not every American., ,1,1,4,4,4,4,4, , ,3,2,4,3,4,5,3,I watch what I write is not potential for a crime, ,3,3,3,2,3,3,1,4,4,3,1,3,make less calls and don't talk as long, ,to avoid red flag warnings, ,4,4,4,4,4,3,3,3,3,3, , ,2,1,1,1,1,2,1,3, ,1,2,2,60,4,12,4,3,1,1,1,2,11,5,1,1,0,0,0,0,1,5
169,.7928,1,3,1,3,2,6, ,4,1,1,1,2,2,1,1,2, ,99,2,2,2,2,2,2,2, ,99,1,1,2,1,1,1,1, ,99,3,99,99,99,99,99,99,99,99,99,99,99, ,99, , ,99,99,99,99,99,99,99,99,99,99, , ,99,99,99,99,99,99,99,1, , ,99,3,61,4,10,3,1,1,1,4,1,9,1,1,2,0,1,0,0,3,5
170,.6488,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3, ,99,1,1,3,3,3,3,3, , ,3,4,5,2,2,3,2, ,99,1,1,2,3,99,1,2,1,1,2,1,2, ,99, ,99,1,1,1,1,1,1,1,1,1,1, ,99,1,1,1,1,1,1,1,2, , ,4,3,27,1,13,4,1,2,0,2,1,13,6,1,1,0,0,0,0,2,1
172,.3788,1,1,1,1,3,1,1,1,2,1,1,1,1,2,2,2,"I try to believe that the information gathered will be put to good use, not bad.", ,2,2,3,3,3,3,3, , ,4,4,4,4,4,4,4, , ,3,2,2,3,3,3,3,3,3,1,1,3, ,99,Just as insurance.  Not in a position to hide anything., ,3,3,3,3,3,4,3,4,4,4, , ,1,2,1,1,1,2,1,1, , ,3,2,78,4,12,4,1,2,1,2,1,15,1,1,1,0,0,0,0,2,5
174,.3915,2,6,1,1,6,6, ,2,2,2,1,2,1,2,1,3,This is supposed to be a free country but we have to be protected from terrorism as much as possible., ,1,1,5,3,3,5,2,Being a conservative I am concerned that liberals won't like my philosophy., ,5,2,3,4,5,5,2,"Toning it down a bit, to stay out of trouble.", ,2,4,4,4,4,3,2,4,4,3,3,3,None I can think of., ,Pretty well covered in previous answers., ,3,3,3,3,3,3,5,3,4,3, , ,2,2,1,1,1,1,2,1, , ,1,1,83,4,10,3,1,1,1,2,1,8,1,1,1,0,0,0,0,2,5
175,1.3584,1,3,1,1,1,1,2,3,1,1,1,1,1,1,1,3,"The internet and other forms of digital communication are just a public forum.  There is no difference in surveillance of a town square with cameras than monitoring other public forums similarly.   Arguably, it is more important as more illicit activity gappens electronically.", ,2,1,4,4,3,3,3, , ,4,4,5,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,2,2,2,2,2,2,3,3,2,3, ,99,1,1,1,1,2,2,2,3, ,2,3,2,30,2,13,4,1,1,1,3,1,14,1,1,1,0,1,0,0,2,1
176,.3875,1,3,1,3,5,1,1,2,2,2,1,2,2,2,2,1,Because it is invasion of privacy and it is wrong., ,2,2,2,2,2,2,2, ,99,4,4,4,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,4,4,4,1,3,4,3,4,4,3, ,99,1,2,1,1,1,2,2,2, , ,3,3,64,4,11,3,1,2,1,2,2,3,2,1,1,0,0,0,0,2,5
177,.548,1,1,2,2,5,4,4,4,1,2,1,2,1,1,1,3, ,99,2,1,4,2,2,4,1, ,99,4,4,4,4,4,4,4, , ,4,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,3,3,3,3, , ,2,1,1,1,2,2,2,1, , ,2,1,59,3,14,4,1,1,1,2,1,13,2,1,1,0,0,0,0,2,1
180,1.244,4,3,1,1,3,1,3,1,1,1,1,1,1,1,1,4,"I lived in NYC on 9/11. I understand and agree with the fact that after that point in time...new tactics needed to be used to prevent future terrorist incidents. I also understand that the internet and social media and mobile devices make it easier for ""bad people to organize bad things."" I understand the concept of ""freedom of speech/communications"" BUT if government surveillance makes me safer...then that is a tradeoff I willingly make.", ,1,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,4,3,3,3,3,3,3,3,3,3,3,3,"I have not made any changes and I have not considered making changes. I'm not doing or saying anything ""bad.""", , , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,2, , ,4,2,63,4,12,4,1,2,0,2,1,18,5,0,1,0,0,0,0,2,4
